"","PNUM_F_CC111_NSA_I10","PNUM_F_CC111_NSA_I15","PNUM_F_CC111_NSA_PCH_SM","PNUM_F_CC111_SCA_I10","PNUM_F_CC111_SCA_I15","PNUM_F_CC111_SCA_PCH_PRE","PNUM_F_CC112_NSA_I10","PNUM_F_CC112_NSA_I15","PNUM_F_CC112_NSA_PCH_SM","PNUM_F_CC112_SCA_I10","PNUM_F_CC112_SCA_I15","PNUM_F_CC112_SCA_PCH_PRE","PNUM_F_CC11_X_CC113_NSA_I10","PNUM_F_CC11_X_CC113_NSA_I15","PNUM_F_CC11_X_CC113_NSA_PCH_SM","PNUM_F_CC11_X_CC113_SCA_I10","PNUM_F_CC11_X_CC113_SCA_I15","PNUM_F_CC11_X_CC113_SCA_PCH_PRE","PSQM_F_CC1_NSA_I10","PSQM_F_CC1_NSA_I15","PSQM_F_CC1_NSA_PCH_SM","PSQM_F_CC1_SCA_I10","PSQM_F_CC1_SCA_I15","PSQM_F_CC1_SCA_PCH_PRE","PSQM_F_CC11_NSA_I10","PSQM_F_CC11_NSA_I15","PSQM_F_CC11_NSA_PCH_SM","PSQM_F_CC11_SCA_I10","PSQM_F_CC11_SCA_I15","PSQM_F_CC11_SCA_PCH_PRE","PSQM_F_CC111_NSA_I10","PSQM_F_CC111_NSA_I15","PSQM_F_CC111_NSA_PCH_SM","PSQM_F_CC111_SCA_I10","PSQM_F_CC111_SCA_I15","PSQM_F_CC111_SCA_PCH_PRE","PSQM_F_CC112_NSA_I10","PSQM_F_CC112_NSA_I15","PSQM_F_CC112_NSA_PCH_SM","PSQM_F_CC112_SCA_I10","PSQM_F_CC112_SCA_I15","PSQM_F_CC112_SCA_PCH_PRE","PSQM_F_CC113_NSA_I15","PSQM_F_CC113_NSA_PCH_SM","PSQM_F_CC113_SCA_I15","PSQM_F_CC113_SCA_PCH_PRE","PSQM_F_CC11_X_CC113_NSA_I10","PSQM_F_CC11_X_CC113_NSA_I15","PSQM_F_CC11_X_CC113_NSA_PCH_SM","PSQM_F_CC11_X_CC113_SCA_I10","PSQM_F_CC11_X_CC113_SCA_I15","PSQM_F_CC11_X_CC113_SCA_PCH_PRE","PSQM_F_CC12_NSA_I10","PSQM_F_CC12_NSA_I15","PSQM_F_CC12_NSA_PCH_SM","PSQM_F_CC12_SCA_I10","PSQM_F_CC12_SCA_I15","PSQM_F_CC12_SCA_PCH_PRE","PSQM_F_CC122_NSA_I10","PSQM_F_CC122_NSA_I15","PSQM_F_CC122_NSA_PCH_SM","PSQM_F_CC122_SCA_I10","PSQM_F_CC122_SCA_I15","PSQM_F_CC122_SCA_PCH_PRE","PSQM_F_CC12_X_CC122_NSA_I10","PSQM_F_CC12_X_CC122_NSA_I15","PSQM_F_CC12_X_CC122_NSA_PCH_SM","PSQM_F_CC12_X_CC122_SCA_I10","PSQM_F_CC12_X_CC122_SCA_I15","PSQM_F_CC12_X_CC122_SCA_PCH_PRE","YEAR","MONTH"
"184","127.1 e","182.9 ","19.0 ","112.9 s","162.6 s","-2.3 s","102.9 e","105.0 ","51.5 ","96.7 s","98.2 s","-1.5 s","115.0 e","139.5 ","30.7 ","104.1 s","126.1 s","-2.6 s","117.4 e","145.0 ","11.7 ","107.4 s","132.8 s","6.6 s","125.7 e","158.2 ","25.9 ","115.6 s","143.3 s","-1.4 s","136.5 e","196.4 ","17.3 ","124.1 s","178.8 s","2.2 s","106.7 e","112.8 ","48.4 ","101.1 s","106.3 s","3.5 s","82.1 ","98.3 ","84.5 s","16.1 s","125.7 e","161.6 ","24.9 ","115.5 s","148.2 s","2.6 s","109.5 e","132.7 ","-0.7 ","97.2 s","118.2 s","6.0 s","92.5 e","99.6 ","-16.3 ","88.7 s","95.8 s","-15.2 s","111.5 e","137.2 ","1.3 ","98.1 s","121.2 s","8.8 s","2004","06 "
"185","108.5 e","156.0 ","19.0 ","115.5 s","166.4 s","8.4 s","83.3 e","84.9 ","26.9 ","97.0 s","99.7 s","-1.9 s","95.8 e","116.4 ","22.0 ","106.5 s","129.5 s","4.1 s","98.5 e","121.6 ","8.7 ","101.0 s","124.6 s","-1.6 s","104.8 e","131.9 ","18.9 ","112.5 s","145.3 s","5.1 s","116.5 e","167.7 ","16.7 ","121.5 s","175.0 s","6.3 s","84.1 e","87.5 ","23.4 ","97.6 s","102.7 s","-3.3 s","77.1 ","42.8 ","72.8 s","26.4 s","104.8 e","134.3 ","18.4 ","112.5 s","144.4 s","2.9 s","92.4 e","112.0 ","-0.7 ","91.8 s","111.5 s","-3.0 s","100.6 e","108.3 ","14.7 ","103.8 s","113.0 s","26.0 s","91.4 e","112.5 ","-2.4 ","90.4 s","111.4 s","-5.4 s","2004","05 "
"186","103.8 e","149.3 ","6.9 ","106.6 s","153.5 s","-2.7 s","89.5 e","94.5 ","35.6 ","96.2 s","101.6 s","22.3 s","96.6 e","118.8 ","18.0 ","101.2 s","124.4 s","8.0 s","95.7 e","118.1 ","5.8 ","102.5 s","126.6 s","7.6 s","104.5 e","131.5 ","13.3 ","109.0 s","138.2 s","4.9 s","111.4 e","160.3 ","6.2 ","114.4 s","164.7 s","-4.6 s","92.2 e","99.2 ","32.1 ","98.6 s","106.2 s","19.6 s","53.7 ","31.0 ","57.6 s","4.0 s","104.5 e","134.9 ","13.0 ","108.8 s","140.3 s","2.4 s","87.2 e","105.7 ","-1.7 ","94.8 s","115.0 s","15.3 s","71.3 e","76.7 ","-5.0 ","83.6 s","89.7 s","-12.6 s","89.1 e","109.6 ","-1.4 ","95.6 s","117.8 s","18.6 s","2004","04 "
"187","116.0 e","166.8 ","24.8 ","109.6 s","157.8 s","-1.1 s","79.9 e","85.2 ","30.7 ","77.6 s","83.1 s","-15.9 s","97.9 e","121.3 ","27.0 ","92.7 s","115.2 s","-8.3 s","95.8 e","118.2 ","3.1 ","95.3 s","117.7 s","-2.6 s","110.6 e","139.1 ","24.0 ","106.0 s","131.7 s","-6.9 s","125.6 e","180.7 ","24.1 ","119.9 s","172.6 s","2.0 s","83.9 e","89.6 ","28.0 ","83.1 s","88.8 s","-13.2 s","55.3 ","-18.9 ","55.4 s","-42.2 s","110.6 e","142.8 ","25.2 ","106.1 s","137.0 s","-2.9 s","81.5 e","98.8 ","-15.4 ","82.4 s","99.7 s","-5.9 s","97.0 e","104.4 ","8.5 ","95.3 s","102.6 s","48.9 s","79.7 e","98.1 ","-18.0 ","80.9 s","99.3 s","-10.4 s","2004","03 "
"188","104.0 e","149.6 ","12.2 ","110.9 s","159.6 s","2.4 s","82.4 e","83.2 ","25.9 ","98.1 s","98.8 s","7.3 s","93.2 e","112.6 ","17.4 ","104.3 s","125.6 s","3.0 s","90.1 e","111.2 ","2.3 ","98.0 s","120.9 s","-5.8 s","101.9 e","128.2 ","15.4 ","110.3 s","141.4 s","4.0 s","111.5 e","160.5 ","11.3 ","117.6 s","169.2 s","1.8 s","84.8 e","87.7 ","22.1 ","98.5 s","102.3 s","7.1 s","82.9 ","87.1 ","95.9 s","37.2 s","101.9 e","130.2 ","14.1 ","110.4 s","141.1 s","3.0 s","78.7 e","95.4 ","-10.4 ","87.5 s","106.0 s","-14.0 s","58.5 e","63.0 ","-53.2 ","64.2 s","68.9 s","-21.2 s","81.0 e","99.7 ","-2.9 ","90.0 s","110.8 s","-13.2 s","2004","02 "
"189","104.8 e","150.8 ","12.2 ","108.3 s","155.8 s","3.1 s","72.5 e","75.7 ","33.0 ","88.7 s","92.1 s","19.0 s","88.6 e","109.0 ","19.5 ","99.6 s","121.9 s","11.8 s","95.2 e","117.5 ","14.1 ","104.1 s","128.3 s","9.8 s","100.3 e","126.2 ","16.3 ","106.4 s","135.9 s","12.0 s","113.2 e","163.0 ","11.6 ","115.6 s","166.2 s","2.0 s","77.3 e","82.3 ","30.6 ","89.9 s","95.5 s","11.2 s","52.9 ","28.4 ","69.9 s","48.7 s","100.3 e","129.4 ","16.1 ","106.5 s","137.0 s","4.8 s","90.3 e","109.5 ","11.8 ","102.0 s","123.2 s","10.8 s","75.0 e","80.8 ","-6.7 ","81.8 s","87.4 s","-2.9 s","92.1 e","113.4 ","14.0 ","104.0 s","127.6 s","11.5 s","2004","01 "
"190","106.5 e","153.2 ","13.3 ","105.1 s","151.1 s","-5.7 s","90.2 e","94.2 ","23.5 ","74.2 s","77.4 s","-9.2 s","98.3 e","120.4 ","17.6 ","88.7 s","109.0 s","-9.2 s","97.3 e","120.1 ","8.6 ","94.7 s","116.9 s","-5.3 s","106.4 e","133.9 ","14.6 ","101.2 s","121.3 s","-10.4 s","113.4 e","163.2 ","12.8 ","113.4 s","163.0 s","-2.2 s","93.9 e","101.1 ","19.8 ","80.2 s","85.9 s","-6.9 s","55.2 ","3.4 ","47.0 s","19.0 s","106.4 e","137.3 ","14.8 ","101.2 s","130.7 s","-3.7 s","88.5 e","107.3 ","2.3 ","91.8 s","111.2 s","-6.2 s","87.9 e","94.6 ","-19.0 ","83.4 s","90.0 s","-27.9 s","88.5 e","109.0 ","5.5 ","93.0 s","114.4 s","-3.0 s","2003","12 "
"191","96.9 e","139.4 ","11.1 ","111.5 s","160.3 s","4.4 s","75.1 e","81.1 ","15.2 ","78.8 s","85.2 s","15.4 s","86.0 e","106.9 ","12.8 ","96.3 s","120.0 s","11.6 s","95.7 e","118.1 ","2.0 ","100.0 s","123.4 s","2.7 s","95.3 e","120.0 ","12.4 ","104.5 s","135.4 s","7.0 s","102.9 e","148.1 ","10.4 ","115.9 s","166.7 s","-0.8 s","81.9 e","89.4 ","20.2 ","84.8 s","92.3 s","13.7 s","35.7 ","-31.1 ","39.5 s","-24.6 s","95.3 e","123.7 ","13.3 ","104.7 s","135.7 s","3.7 s","96.0 e","116.3 ","-6.2 ","97.5 s","118.5 s","7.3 s","127.7 e","137.5 ","-1.9 ","114.4 s","124.8 s","28.3 s","92.2 e","113.5 ","-6.9 ","95.7 s","117.9 s","5.2 s","2003","11 "
"192","113.1 e","162.6 ","5.2 ","106.8 s","153.6 s","-0.3 s","90.5 e","94.9 ","8.8 ","70.2 s","73.8 s","-10.0 s","101.7 e","124.9 ","6.7 ","87.1 s","107.5 s","-5.5 s","105.9 e","130.7 ","2.6 ","97.3 s","120.1 s","-4.2 s","112.4 e","141.4 ","5.9 ","101.3 s","126.5 s","-2.3 s","120.9 e","174.0 ","4.6 ","116.7 s","168.0 s","1.3 s","97.1 e","103.1 ","7.8 ","76.3 s","81.2 s","-9.1 s","70.6 ","24.1 ","52.4 s","-18.5 s","112.4 e","144.5 ","5.6 ","101.3 s","130.9 s","-2.4 s","99.6 e","120.8 ","-0.7 ","91.3 s","110.4 s","-6.7 s","97.4 e","104.9 ","13.4 ","90.9 s","97.3 s","-6.2 s","99.9 e","122.9 ","-2.1 ","91.3 s","112.1 s","-6.8 s","2003","10 "
"193","115.9 e","166.7 ","13.3 ","107.2 s","154.0 s","5.8 s","84.7 e","88.0 ","14.4 ","79.5 s","82.0 s","3.7 s","100.3 e","122.9 ","13.8 ","93.2 s","113.7 s","4.2 s","107.1 e","132.3 ","10.1 ","101.6 s","125.4 s","6.4 s","111.1 e","139.8 ","13.0 ","104.4 s","129.5 s","3.8 s","123.3 e","177.4 ","11.9 ","115.3 s","165.9 s","7.4 s","89.6 e","95.3 ","14.4 ","84.4 s","89.3 s","5.7 s","62.7 ","42.5 ","64.3 s","3.5 s","111.1 e","143.2 ","12.6 ","104.3 s","134.1 s","6.3 s","103.3 e","125.3 ","7.1 ","97.6 s","118.3 s","2.8 s","108.1 e","116.4 ","-1.8 ","96.2 s","103.7 s","16.5 s","102.8 e","126.5 ","8.3 ","97.9 s","120.3 s","1.1 s","2003","09 "
"194","87.8 e","126.4 ","3.8 ","101.0 s","145.5 s","-4.0 s","60.3 e","62.0 ","39.0 ","76.7 s","79.1 s","2.7 s","74.1 e","90.5 ","14.8 ","89.3 s","109.1 s","-0.4 s","90.2 e","111.3 ","4.0 ","95.3 s","117.9 s","-0.8 s","83.5 e","105.0 ","10.8 ","98.2 s","124.7 s","-1.0 s","94.7 e","136.3 ","2.9 ","107.3 s","154.4 s","-7.6 s","63.5 e","66.7 ","37.8 ","80.3 s","84.5 s","3.2 s","52.1 ","55.5 ","62.1 s","10.9 s","83.5 e","107.4 ","10.2 ","98.2 s","126.2 s","-3.8 s","96.7 e","117.2 ","-0.9 ","94.5 s","115.1 s","6.6 s","80.9 e","87.2 ","-3.9 ","82.2 s","89.0 s","6.3 s","98.5 e","121.2 ","-0.7 ","96.2 s","119.0 s","7.5 s","2003","08 "
"195","120.7 e","173.7 ","10.1 ","105.4 s","151.5 s","7.5 s","90.6 e","93.6 ","15.7 ","74.4 s","77.0 s","14.1 s","105.6 e","129.1 ","12.3 ","89.4 s","109.5 s","9.5 s","104.9 e","129.5 ","1.7 ","96.4 s","118.8 s","0.8 s","116.2 e","146.3 ","9.2 ","101.6 s","126.0 s","7.1 s","129.5 e","186.3 ","9.6 ","116.1 s","167.1 s","8.6 s","92.7 e","98.7 ","8.9 ","76.8 s","81.9 s","10.5 s","65.0 ","-2.7 ","56.0 s","29.9 s","116.2 e","149.8 ","9.3 ","101.5 s","131.2 s","9.7 s","94.0 e","114.0 ","-5.8 ","89.5 s","108.0 s","-9.2 s","73.1 e","78.8 ","-27.3 ","79.0 s","83.7 s","-26.3 s","96.5 e","118.8 ","-3.2 ","90.3 s","110.7 s","-7.5 s","2003","07 "
"196","106.9 e","153.7 ","8.1 ","97.8 s","140.9 s","4.0 s","64.6 e","69.3 ","11.2 ","63.2 s","67.5 s","-10.9 s","85.7 e","106.7 ","9.2 ","80.5 s","100.0 s","-2.3 s","105.1 e","129.8 ","2.9 ","95.3 s","117.8 s","2.7 s","99.9 e","125.7 ","8.1 ","92.5 s","117.6 s","-0.5 s","116.3 e","167.4 ","7.8 ","106.7 s","153.8 s","4.4 s","70.6 e","76.0 ","9.7 ","69.3 s","74.1 s","-8.2 s","41.4 ","-4.8 ","43.1 s","-14.7 s","99.9 e","129.4 ","8.3 ","92.5 s","119.6 s","-0.5 s","110.2 e","133.6 ","-1.2 ","97.8 s","119.0 s","6.3 s","110.5 e","119.0 ","3.3 ","105.1 s","113.6 s","15.7 s","110.1 e","135.5 ","-1.7 ","96.8 s","119.7 s","5.1 s","2003","06 "
"197","91.1 e","131.1 ","-3.5 ","94.1 s","135.5 s","-5.7 s","67.1 e","66.9 ","25.0 ","75.4 s","75.8 s","0.9 s","79.1 e","95.4 ","6.0 ","84.8 s","102.4 s","-2.9 s","90.6 e","111.9 ","-1.8 ","93.0 s","114.7 s","-4.3 s","88.1 e","110.9 ","2.3 ","93.4 s","118.2 s","-3.1 s","99.9 e","143.7 ","-2.6 ","102.3 s","147.3 s","-5.1 s","67.3 e","70.9 ","15.3 ","75.8 s","80.7 s","0.1 s","54.0 ","62.2 ","50.5 s","15.3 s","88.1 e","113.4 ","1.5 ","93.3 s","120.2 s","-3.6 s","93.0 e","112.8 ","-5.2 ","92.2 s","112.0 s","-3.6 s","87.6 e","94.4 ","-15.6 ","90.4 s","98.2 s","4.2 s","93.7 e","115.3 ","-3.8 ","92.4 s","113.9 s","-4.0 s","2003","05 "
"198","97.1 e","139.7 ","-0.4 ","99.8 s","143.7 s","6.8 s","64.7 e","69.7 ","0.9 ","69.7 s","75.1 s","8.7 s","80.9 e","100.7 ","0.1 ","84.7 s","105.5 s","8.0 s","90.4 e","111.6 ","-0.5 ","97.0 s","119.8 s","4.5 s","92.3 e","116.1 ","-1.0 ","96.6 s","122.0 s","7.3 s","104.9 e","151.0 ","-1.0 ","107.9 s","155.2 s","7.0 s","69.8 e","75.1 ","-0.7 ","74.8 s","80.6 s","8.3 s","41.0 ","-7.9 ","43.8 s","-36.5 s","92.3 e","119.4 ","-0.9 ","96.4 s","124.7 s","8.2 s","88.7 e","107.5 ","0.0 ","95.8 s","116.2 s","-1.9 s","75.0 e","80.7 ","-7.7 ","87.9 s","94.2 s","-0.9 s","90.3 e","111.1 ","0.8 ","96.3 s","118.6 s","-2.3 s","2003","04 "
"199","93.0 e","133.7 ","-3.3 ","93.6 s","134.6 s","-3.3 s","66.0 e","65.2 ","16.6 ","69.6 s","69.1 s","-10.0 s","79.5 e","95.5 ","3.4 ","81.1 s","97.7 s","-6.4 s","92.8 e","114.6 ","10.2 ","92.8 s","114.6 s","-3.3 s","89.2 e","112.2 ","1.7 ","89.7 s","113.7 s","-5.2 s","101.2 e","145.6 ","-3.0 ","100.8 s","145.1 s","-3.4 s","67.9 e","70.0 ","12.7 ","72.0 s","74.4 s","-9.9 s","68.2 ","82.4 ","69.0 s","34.8 s","89.2 e","114.1 ","0.5 ","89.9 s","115.2 s","-6.2 s","96.3 e","116.8 ","18.8 ","97.8 s","118.4 s","1.1 s","89.3 e","96.2 ","-9.5 ","88.5 s","95.1 s","-35.0 s","97.2 e","119.6 ","23.0 ","98.9 s","121.4 s","6.7 s","2003","03 "
"200","92.7 e","133.3 ","4.6 ","96.7 s","139.2 s","3.3 s","61.4 e","66.1 ","25.0 ","71.5 s","76.8 s","13.4 s","77.0 e","95.9 ","11.6 ","84.0 s","104.4 s","5.5 s","88.1 e","108.7 ","-1.5 ","96.0 s","118.5 s","3.8 s","88.3 e","111.1 ","8.2 ","95.0 s","119.9 s","5.7 s","100.2 e","144.2 ","4.3 ","104.4 s","150.2 s","3.0 s","67.2 e","71.8 ","20.9 ","77.0 s","82.6 s","15.0 s","44.3 ","9.9 ","51.2 s","-6.2 s","88.3 e","114.1 ","8.2 ","95.1 s","122.8 s","5.6 s","87.8 e","106.5 ","-9.2 ","96.6 s","117.1 s","4.4 s","124.9 e","134.5 ","28.0 ","135.8 s","146.2 s","56.0 s","83.5 e","102.7 ","-13.7 ","92.5 s","113.8 s","-0.4 s","2003","02 "
"201","93.4 e","134.4 ","2.5 ","93.7 s","134.8 s","-2.1 s","54.7 e","56.9 ","2.5 ","65.5 s","67.7 s","5.0 s","74.0 e","91.2 ","2.5 ","80.7 s","99.0 s","3.2 s","83.5 e","103.0 ","-3.9 ","92.6 s","114.2 s","6.9 s","86.3 e","108.5 ","3.5 ","90.4 s","113.4 s","4.0 s","101.5 e","146.1 ","3.5 ","101.4 s","145.8 s","-1.7 s","59.2 e","63.0 ","3.1 ","67.8 s","71.8 s","-2.8 s","41.2 ","21.2 ","54.6 s","20.8 s","86.3 e","111.5 ","3.3 ","90.4 s","116.3 s","-0.1 s","80.8 e","97.9 ","-10.6 ","92.9 s","112.2 s","3.7 s","80.4 e","86.6 ","-0.6 ","87.6 s","93.7 s","-15.3 s","80.8 e","99.5 ","-11.6 ","93.2 s","114.2 s","5.6 s","2003","01 "
"202","94.0 e","135.2 ","10.2 ","95.8 s","137.7 s","-1.3 s","72.0 e","76.3 ","13.0 ","61.0 s","64.5 s","-8.1 s","83.0 e","102.4 ","11.3 ","77.5 s","95.9 s","-6.1 s","89.6 e","110.6 ","-4.3 ","86.5 s","106.8 s","-11.5 s","92.8 e","116.8 ","10.9 ","90.3 s","109.0 s","-6.2 s","100.5 e","144.7 ","10.4 ","103.2 s","148.3 s","-0.1 s","79.2 e","84.4 ","10.8 ","69.6 s","73.9 s","0.7 s","53.4 ","42.4 ","45.2 s","-21.1 s","92.8 e","119.6 ","10.5 ","90.4 s","116.4 s","-0.7 s","86.5 e","104.9 ","-16.2 ","89.2 s","108.2 s","-14.2 s","108.5 e","116.8 ","-18.0 ","102.4 s","110.6 s","-13.0 s","83.9 e","103.3 ","-15.9 ","87.9 s","108.1 s","-14.4 s","2002","12 "
"203","87.2 e","125.5 ","-3.9 ","97.0 s","139.5 s","-4.3 s","67.9 e","70.4 ","-0.7 ","67.8 s","70.2 s","4.5 s","77.6 e","94.8 ","-2.6 ","83.3 s","102.1 s","1.8 s","93.8 e","115.8 ","-1.0 ","97.8 s","120.7 s","3.3 s","84.9 e","106.8 ","-2.5 ","90.9 s","116.2 s","-2.5 s","93.2 e","134.1 ","-2.9 ","103.2 s","148.5 s","-7.2 s","70.2 e","74.4 ","-2.4 ","69.5 s","73.4 s","-1.5 s","51.8 ","10.9 ","57.3 s","38.1 s","84.9 e","109.2 ","-2.8 ","91.0 s","117.2 s","-4.7 s","102.3 e","124.0 ","0.1 ","103.9 s","126.1 s","13.0 s","130.2 e","140.2 ","-10.1 ","116.5 s","127.1 s","48.0 s","99.0 e","121.9 ","2.0 ","102.5 s","126.3 s","9.7 s","2002","11 "
"204","107.5 e","154.6 ","1.5 ","101.3 s","145.7 s","3.7 s","83.3 e","87.2 ","-3.9 ","63.9 s","67.2 s","-9.6 s","95.4 e","117.1 ","-0.8 ","81.3 s","100.3 s","-3.2 s","103.2 e","127.4 ","-8.4 ","94.7 s","116.9 s","2.8 s","106.1 e","133.5 ","-1.1 ","94.7 s","119.2 s","0.5 s","115.6 e","166.3 ","2.3 ","111.1 s","160.0 s","5.8 s","89.3 e","95.6 ","-2.9 ","69.3 s","74.5 s","-7.1 s","56.9 ","-50.2 ","41.5 s","-8.4 s","106.1 e","136.9 ","0.7 ","94.7 s","123.0 s","1.2 s","100.4 e","121.7 ","-14.8 ","92.2 s","111.6 s","1.2 s","85.9 e","92.5 ","-39.5 ","80.2 s","85.9 s","-19.3 s","102.1 e","125.6 ","-11.3 ","93.7 s","115.1 s","3.9 s","2002","10 "
"205","102.2 e","147.1 ","11.4 ","97.7 s","140.5 s","3.3 s","72.3 e","76.9 ","14.9 ","70.1 s","74.3 s","35.8 s","87.2 e","108.0 ","12.9 ","84.1 s","103.6 s","13.1 s","97.4 e","120.2 ","3.5 ","92.2 s","113.7 s","0.3 s","98.3 e","123.7 ","10.4 ","94.1 s","118.6 s","8.9 s","110.2 e","158.6 ","10.1 ","105.2 s","151.3 s","3.1 s","77.3 e","83.3 ","13.5 ","74.7 s","80.2 s","35.0 s","44.0 ","-16.5 ","45.3 s","13.5 s","98.3 e","127.2 ","11.0 ","94.1 s","121.6 s","7.8 s","96.5 e","117.0 ","-2.4 ","91.2 s","110.3 s","-5.0 s","110.1 e","118.5 ","-3.5 ","99.0 s","106.5 s","14.6 s","94.9 e","116.8 ","-2.3 ","90.2 s","110.8 s","-7.4 s","2002","09 "
"206","84.6 e","121.8 ","-4.4 ","94.4 s","136.0 s","-1.2 s","42.3 e","44.6 ","-20.4 ","51.7 s","54.7 s","-17.9 s","63.4 e","78.8 ","-10.0 ","73.7 s","91.6 s","-6.1 s","86.7 e","107.0 ","-14.1 ","91.7 s","113.4 s","-2.8 s","75.3 e","94.8 ","-8.5 ","87.4 s","108.9 s","-5.8 s","92.0 e","132.5 ","-3.5 ","102.1 s","146.8 s","-2.7 s","45.6 e","48.4 ","-21.4 ","56.0 s","59.4 s","-20.8 s","33.5 ","-36.3 ","39.9 s","-31.3 s","75.3 e","97.5 ","-7.8 ","87.3 s","112.8 s","-4.8 s","97.6 e","118.3 ","-17.8 ","95.3 s","116.1 s","1.0 s","84.2 e","90.7 ","-46.2 ","85.9 s","92.9 s","-19.3 s","99.2 e","122.0 ","-13.2 ","96.7 s","119.6 s","4.5 s","2002","08 "
"207","109.7 e","157.8 ","-0.4 ","95.7 s","137.6 s","2.5 s","77.1 e","80.9 ","-11.5 ","63.4 s","66.6 s","5.7 s","93.3 e","115.0 ","-5.0 ","79.1 s","97.6 s","3.0 s","103.1 e","127.3 ","-8.4 ","94.6 s","116.7 s","2.1 s","106.5 e","134.0 ","-3.5 ","92.0 s","115.6 s","2.8 s","118.1 e","170.0 ","-1.1 ","104.8 s","150.8 s","3.6 s","85.9 e","90.6 ","-10.3 ","70.9 s","75.0 s","7.6 s","66.8 ","15.6 ","58.1 s","26.9 s","106.5 e","137.0 ","-3.8 ","91.9 s","118.5 s","4.6 s","99.8 e","121.0 ","-12.9 ","95.1 s","114.9 s","-4.9 s","100.6 e","108.4 ","0.1 ","108.4 s","115.1 s","5.1 s","99.7 e","122.7 ","-14.3 ","93.3 s","114.5 s","-6.3 s","2002","07 "
"208","98.8 e","142.2 ","-5.4 ","93.3 s","134.3 s","-1.3 s","58.4 e","62.3 ","0.8 ","59.4 s","63.0 s","7.7 s","78.5 e","97.7 ","-3.3 ","76.5 s","94.8 s","1.6 s","102.1 e","126.1 ","-8.6 ","92.5 s","114.3 s","-2.0 s","92.4 e","116.3 ","-3.3 ","87.8 s","112.5 s","0.6 s","107.9 e","155.3 ","-4.3 ","101.0 s","145.5 s","-1.2 s","64.9 e","69.3 ","-1.1 ","65.7 s","69.7 s","2.8 s","43.5 ","9.3 ","45.8 s","48.2 s","92.4 e","119.5 ","-3.6 ","87.8 s","113.3 s","-1.6 s","111.5 e","135.2 ","-12.4 ","99.4 s","120.8 s","2.5 s","106.9 e","115.2 ","-38.2 ","101.4 s","109.5 s","-5.8 s","112.0 e","137.8 ","-8.1 ","99.0 s","122.2 s","3.4 s","2002","06 "
"209","94.4 e","135.9 ","1.1 ","94.4 s","136.0 s","-5.7 s","50.2 e","53.5 ","-6.5 ","54.5 s","58.5 s","-21.9 s","72.3 e","90.0 ","-1.5 ","74.8 s","93.3 s","-11.6 s","92.2 e","113.9 ","-10.2 ","94.4 s","116.6 s","-3.0 s","86.1 e","108.4 ","0.5 ","88.8 s","111.8 s","-9.4 s","102.5 e","147.5 ","2.6 ","102.3 s","147.2 s","-6.0 s","57.1 e","61.5 ","-2.4 ","62.4 s","67.8 s","-17.0 s","33.3 ","-41.3 ","30.9 s","-34.5 s","86.1 e","111.7 ","1.5 ","88.7 s","115.1 s","-8.5 s","98.1 e","119.0 ","-17.5 ","97.0 s","117.9 s","2.0 s","103.9 e","111.9 ","-26.4 ","107.0 s","116.2 s","14.3 s","97.4 e","119.9 ","-16.3 ","95.8 s","118.2 s","0.9 s","2002","05 "
"210","97.4 e","140.2 ","11.9 ","100.1 s","144.2 s","3.7 s","65.7 e","69.1 ","42.2 ","71.2 s","74.9 s","24.8 s","81.6 e","100.6 ","21.8 ","85.6 s","105.6 s","11.5 s","90.9 e","112.2 ","-2.3 ","97.3 s","120.2 s","15.0 s","93.2 e","117.3 ","19.3 ","97.5 s","123.4 s","10.2 s","106.0 e","152.5 ","13.0 ","108.8 s","156.6 s","4.8 s","70.6 e","75.6 ","42.9 ","76.1 s","81.7 s","22.3 s","44.5 ","7.0 ","47.2 s","23.2 s","93.2 e","120.5 ","19.5 ","97.3 s","125.8 s","9.6 s","88.7 e","107.5 ","-17.3 ","95.3 s","115.6 s","15.0 s","81.2 e","87.4 ","-32.3 ","94.8 s","101.7 s","-3.8 s","89.5 e","110.2 ","-15.4 ","95.0 s","117.1 s","17.6 s","2002","04 "
"211","96.1 e","138.3 ","-6.9 ","96.6 s","139.0 s","4.3 s","53.7 e","55.9 ","-13.2 ","57.3 s","60.0 s","-2.9 s","74.9 e","92.4 ","-9.1 ","76.6 s","94.7 s","1.2 s","84.3 e","104.0 ","-19.0 ","84.6 s","104.5 s","-13.1 s","87.6 e","110.3 ","-7.7 ","88.5 s","112.0 s","0.8 s","104.3 e","150.1 ","-5.1 ","103.8 s","149.4 s","3.6 s","58.1 e","62.1 ","-13.3 ","62.4 s","66.8 s","-3.2 s","37.4 ","-35.3 ","38.3 s","-17.6 s","87.6 e","113.5 ","-7.1 ","88.7 s","114.8 s","0.5 s","81.0 e","98.3 ","-28.1 ","83.1 s","100.5 s","-21.5 s","98.7 e","106.3 ","-9.1 ","98.4 s","105.7 s","-7.6 s","79.0 e","97.2 ","-30.3 ","81.2 s","99.6 s","-23.5 s","2002","03 "
